Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid?
Mar-14,Senior,SCS1-01-02-10,N/D,SCS1,Deputy Director - MLG - BIS Local ,Deputy Director - MLG - BIS Local ,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - BIS Local,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-02,"409,817",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-01,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"831,288",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-02,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"725,188",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-03,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,0,1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-04,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"439,587",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-05,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"386,241",0.8,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-06,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"806,004",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-07,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"47,095",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-03-08,N/D,SCS1,Deputy Director - ED - Enterprise Directorate (BS),Deputy Director - ED - Enterprise Directorate (BS),Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-03,"47,978",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-05-01,N/D,SCS1,Deputy Director - RGFL - Regional Growth Fund and Legacy,Deputy Director - RGFL - Regional Growth Fund and Legacy,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Regional Growth Fund & Legacy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-05,"387,727",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-01,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"553,683",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-02,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"449,006",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-03,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"658,371",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-04,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"632,685",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-05,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"910,502",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-06,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"803,088",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-07,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"1,565,336",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-08,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"484,032",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-06-09,N/D,SCS1,Deputy Director - VE - Vocational Education,Deputy Director - VE - Vocational Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,0,1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-07-01,N/D,SCS1,Deputy Director - CCP - Consumer and Competition Policy (MF),Deputy Director - CCP - Consumer and Competition Policy (MF),Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-07,"569,083",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-07-02,N/D,SCS1,Deputy Director - CCP - Consumer and Competition Policy (MF),Deputy Director - CCP - Consumer and Competition Policy (MF),Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-07,"356,686",0.81,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-07-03,N/D,SCS1,Deputy Director - CCP - Consumer and Competition Policy (MF),Deputy Director - CCP - Consumer and Competition Policy (MF),Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-07,"184,217",0.75,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-07-04,N/D,SCS1,Deputy Director - CCP - Consumer and Competition Policy (MF),Deputy Director - CCP - Consumer and Competition Policy (MF),Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-07,"456,564",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-07-05,N/D,SCS1,Deputy Director - CCP - Consumer and Competition Policy (MF),Deputy Director - CCP - Consumer and Competition Policy (MF),Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-07,"622,435",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-07-06,N/D,SCS1,Deputy Director - CCP - Consumer and Competition Policy (MF),Deputy Director - CCP - Consumer and Competition Policy (MF),Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-07,"83,040",0.6,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-08-01,N/D,SCS1,"Deputy Director, Information Economy, Agritech and International Education","Deputy Director, Information Economy, Agritech and International Education",Department for Business Innovation and Skills,Department for Business Innovation and Skills,"BLG - Information Economy, Agritech and International Education",020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-08,"339,257",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-01-08-02,N/D,SCS1,"Deputy Director, Information Economy, Agritech and International Education","Deputy Director, Information Economy, Agritech and International Education",Department for Business Innovation and Skills,Department for Business Innovation and Skills,"BLG - Information Economy, Agritech and International Education",020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-08,"649,072",0.89,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-01-01,N/D,SCS1,Deputy Director - AD - Analysis Directorate,Deputy Director - AD - Analysis Directorate,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Analysis Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-01,"1,168,551",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-01-02,N/D,SCS1,Deputy Director - AD - Analysis Directorate,Deputy Director - AD - Analysis Directorate,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Analysis Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-01,0,1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-01-03,N/D,SCS1,Deputy Director - AD - Analysis Directorate,Deputy Director - AD - Analysis Directorate,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Analysis Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-01,"1,439,708",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-01-04,N/D,SCS1,Deputy Director - AD - Analysis Directorate,Deputy Director - AD - Analysis Directorate,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Analysis Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-01,"549,697",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-01-06,N/D,SCS1,Deputy Director - AD - Analysis Directorate,Deputy Director - AD - Analysis Directorate,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Analysis Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-01,"958,291",0.41,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-02-01,N/D,SCS1,Deputy Director - BRE - Better Regulation Executive,Deputy Director - BRE - Better Regulation Executive,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Better Regulation Executive (BRE),020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-02,"387,938",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-02-02,N/D,SCS1,Deputy Director - BRE - Better Regulation Executive,Deputy Director - BRE - Better Regulation Executive,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Better Regulation Executive (BRE),020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-02,"472,296",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-02-04,N/D,SCS1,Deputy Director - BRE - Better Regulation Executive,Deputy Director - BRE - Better Regulation Executive,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Better Regulation Executive (BRE),020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-02,"446,698",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-02-05,N/D,SCS1,Deputy Director - BRE - Better Regulation Executive,Deputy Director - BRE - Better Regulation Executive,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Better Regulation Executive (BRE),020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-02,"587,393",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-02-06,N/D,SCS1,Deputy Director - BRE - Better Regulation Executive,Deputy Director - BRE - Better Regulation Executive,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Better Regulation Executive (BRE),020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-02,0,1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-02-07,N/D,SCS1,Deputy Director - BRE - Better Regulation Executive,Deputy Director - BRE - Better Regulation Executive,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Better Regulation Executive (BRE),020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-02,"411,831",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-03-01,N/D,SCS1,Deputy Chief Scientific Advisor,Deputy Chief Scientific Advisor,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-01-06,"126,772",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-05-01,N/D,SCS1,Deputy Director - SG - Strategy and Growth,Deputy Director - SG - Strategy and Growth,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Strategy and Growth,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-05,"265,899",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-05-02,N/D,SCS1,Deputy Director - SG - Strategy and Growth,Deputy Director - SG - Strategy and Growth,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Strategy and Growth,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-05,"438,377",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-05-03,N/D,SCS1,Deputy Director - SG - Strategy and Growth,Deputy Director - SG - Strategy and Growth,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Strategy and Growth,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-05,"364,805",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-02-05-04,N/D,SCS1,Deputy Director - SG - Strategy and Growth,Deputy Director - SG - Strategy and Growth,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Strategy and Growth,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-02-05,0,0.6,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-03-02-04,N/D,SCS1,Deputy Director - F&C - Finance,Deputy Director - F&C - Finance,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-03-02,"668,570",1,N/A,N/A,N/A,Finance,,1
Mar-14,Senior,SCS1-03-02-05,N/D,SCS1,Deputy Director - Business and Skills and Legal,Deputy Director - Business and Skills and Legal,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BS - Business & Skills,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS3-01,"693,859",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-03-02-06,N/D,SCS1,Deputy Director - FD - Finance Directorate,Deputy Director - FD - Finance Directorate,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - DG/Finance & Corporate Planning,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS3-04,"954,674",1,N/A,N/A,N/A,Finance,,1
Mar-14,Senior,SCS1-03-02-09,N/D,SCS1,Deputy Director - F&C - Modernisation Fund and Shared Services,Deputy Director - F&C - Modernisation Fund and Shared Services,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Modernisation Fund and Shared Services,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-03-02,0,1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-03-04-01,N/D,SCS1,Deputy Director - ITD - Information and Technology,Deputy Director - ITD - Information and Technology,Department for Business Innovation and Skills,Department for Business Innovation and Skills,ITD - Information and Technology,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-03-04,"513,568",1,N/A,N/A,N/A,Information Technology,,1
Mar-14,Senior,SCS1-03-04-02,N/D,SCS1,Deputy Director - ITD - Information and Technology,Deputy Director - ITD - Information and Technology,Department for Business Innovation and Skills,Department for Business Innovation and Skills,ITD - Information and Technology,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-03-04,"377,639",1,N/A,N/A,N/A,Information Technology,,1
Mar-14,Senior,SCS1-03-04-03,N/D,SCS1,Deputy Director - ITD - Information and Technology,Deputy Director - ITD - Information and Technology,Department for Business Innovation and Skills,Department for Business Innovation and Skills,ITD - Information and Technology,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-03-04,"531,492",1,N/A,N/A,N/A,Information Technology,,1
Mar-14,Senior,SCS1-03-04-04,N/D,SCS1,Deputy Director - ITD - Information and Technology,Deputy Director - ITD - Information and Technology,Department for Business Innovation and Skills,Department for Business Innovation and Skills,ITD - Information and Technology,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-03-04,"2,009,172",1,N/A,N/A,N/A,Information Technology,,1
Mar-14,Senior,SCS1-04-01-01,N/D,SCS1,Deputy Director - HE - Higher Education,Deputy Director - HE - Higher Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-01,"977,059",0.89,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-01-02,N/D,SCS1,Deputy Director - HE - Higher Education,Deputy Director - HE - Higher Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-01,"864,892",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-01-03,N/D,SCS1,Deputy Director - HE - Higher Education,Deputy Director - HE - Higher Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-01,"648,812",0.83,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-01-04,N/D,SCS1,Deputy Director - HE - Higher Education,Deputy Director - HE - Higher Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-01,"396,908",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-01-05,N/D,SCS1,Deputy Director - HE - Higher Education,Deputy Director - HE - Higher Education,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-01,"609,922",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-04-01,N/D,SCS1,Deputy Director - ID - Innovation Directorate (KI),Deputy Director - ID - Innovation Directorate (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Innovation Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-04,"574,772",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-04-02,N/D,SCS1,Deputy Director - ID - Innovation Directorate (KI),Deputy Director - ID - Innovation Directorate (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Innovation Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-04,"622,827",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-04-03,N/D,SCS1,Deputy Director - ID - Innovation Directorate (KI),Deputy Director - ID - Innovation Directorate (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Innovation Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-04,"478,735",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-04-04,N/D,SCS1,Deputy Director - ID - Innovation Directorate (KI),Deputy Director - ID - Innovation Directorate (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Innovation Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-04,"103,314",0.92,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-05-01,N/D,SCS1,Deputy Director - RB - Research Base (KI),Deputy Director - RB - Research Base (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Research Base,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-05,"396,982",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-05-02,N/D,SCS1,Deputy Director - RB - Research Base (KI),Deputy Director - RB - Research Base (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Research Base,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-05,"662,910",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-05-03,N/D,SCS1,Deputy Director - RB - Research Base (KI),Deputy Director - RB - Research Base (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Research Base,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-05,"1,228,408",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-04-05-06,N/D,SCS1,Deputy Director - RB - Research Base (KI),Deputy Director - RB - Research Base (KI),Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Research Base,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-04-05,"788,210",1,N/A,N/A,N/A,Policy,,1
Mar-14,Senior,SCS1-05-01-01,N/D,SCS1,Deputy Director - COM - Communications,Deputy Director - COM - Communications,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-05-01,"24,983",0.63,N/A,N/A,N/A,Communications,,1
Mar-14,Senior,SCS1-05-01-03,N/D,SCS1,Deputy Director - COM - Communications,Deputy Director - COM - Communications,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-05-01,"1,144,866",1,N/A,N/A,N/A,Communications,,1
Mar-14,Senior,SCS1-05-01-04,N/D,SCS1,Deputy Director - COM - Communications,Deputy Director - COM - Communications,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,020 7215 5000,enquiries@bis.gsi.gov.uk,SCS2-05-01,"967,735",1,N/A,N/A,N/A,Communications,,1
