date,id,parentId,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
Mar-14,uid-238,23987,,,Range E,Senior Policy Advisor,Fiscal Policy and Statistics/GMS,0,41550,57801,Policy
Mar-14,uid-239,23987,,,Range E2,Senior Policy Advisor,Fiscal Policy and Statistics/GMS,0,49490,60000,Policy
Mar-14,uid-240,24019,,,Range C,Policy Support Officer,General Expenditure Policy/Director's Office/GMS,0,18727,26720,Operational Delivery
Mar-14,uid-241,24019,,,Range D,Policy Advisor,General Expenditure Policy/Director's Office/GMS,0,24578,38255,Operational Delivery
Mar-14,uid-242,24019,,,Range D,Policy Advisor,General Expenditure Policy/Director's Office/GMS,0,24578,38255,Policy
Mar-14,uid-243,24019,,,Range E,Senior Policy Advisor,General Expenditure Policy/Director's Office/GMS,0,41550,57801,Economics
Mar-14,uid-244,24019,,,Range E,Senior Policy Advisor,General Expenditure Policy/Director's Office/GMS,0,41550,57801,Policy
Mar-14,uid-245,24019,,,Range E2,Senior Policy Advisor,General Expenditure Policy/Director's Office/GMS,0,49490,60000,Policy
Mar-14,uid-246,24638,,,Range D,Policy Advisor,Global Economics,0,24578,38255,Policy
Mar-14,uid-247,24638,,,Range E,Senior Policy Advisor,Global Economics,0,41550,57801,Policy
Mar-14,uid-248,24638,,,Range E2,Senior Policy Advisor,Global Economics,0,49490,60000,Policy
Mar-14,uid-249,24638,,,Student,Student,Global Economics,0,18480,18480,Policy
Mar-14,uid-250,25139,,,Range B,Research Support Officer,Government Economic & Social Research Unit,0,16386,21663,Economics
Mar-14,uid-251,25139,,,Range B,Research Support Officer,Government Economic & Social Research Unit,0,16386,21663,Social Research
Mar-14,uid-252,25139,,,Range C,Research Support Officer,Government Economic & Social Research Unit,0,18727,26720,Social Research
Mar-14,uid-253,25139,,,Range D,Research Officer,Government Economic & Social Research Unit,0,24578,38255,Social Research
Mar-14,uid-254,25139,,,Range E,Senior Research Officer,Government Economic & Social Research Unit,0,41550,57801,Social Research
Mar-14,uid-255,25139,,,Range E2,Senior Research Officer,Government Economic & Social Research Unit,0,49490,60000,Social Research
Mar-14,uid-256,25062,,,Range C,Policy Support Officer,Government Financial Reporting,0,18727,26720,Policy
Mar-14,uid-257,25062,,,Range D,Policy Advisor,Government Financial Reporting,0,24578,38255,Policy
Mar-14,uid-258,25062,,,Range E,Senior Policy Advisor,Government Financial Reporting,0,41550,57801,Policy
Mar-14,uid-259,25062,,,Range E2,Senior Policy Advisor,Government Financial Reporting,0,49490,60000,Policy
Mar-14,uid-260,25203,,,Range B,Finance Support Officer,Group Finance,0,16386,21663,Finance
Mar-14,uid-261,25203,,,Range C,Finance Support Officer,Group Finance,0,18727,26720,Finance
Mar-14,uid-262,25203,,,Range D,Finance Officer,Group Finance,0,24578,38255,Finance
Mar-14,uid-263,25203,,,Range D,Internal Auditor,Group Finance,0,24578,38255,Internal Audit
Mar-14,uid-264,25203,,,Range E,Senior Finance Manager,Group Finance,0,41550,57801,Finance
Mar-14,uid-265,25203,,,Range E2,Senior Finance Manager,Group Finance,0,49490,60000,Finance
Mar-14,uid-266,24363,,,Range B,HR Support Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,16386,21663,Human Resources
Mar-14,uid-267,24363,,,Range B,Legal Support Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,16386,21663,Law
Mar-14,uid-268,24363,,,Range B,Policy Support Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,16386,21663,Human Resources
Mar-14,uid-269,24363,,,Range C,HR Support Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,18727,26720,Human Resources
Mar-14,uid-270,24363,,,Range C,Legal Support Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,18727,26720,Law
Mar-14,uid-271,24363,,,Range C,Policy Support Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,18727,26720,Policy
Mar-14,uid-272,24363,,,Range D,HR Officer,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,24578,38255,Human Resources
Mar-14,uid-273,24363,,,Range D,Policy Advisor,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,24578,38255,Policy
Mar-14,uid-274,24363,,,Range E,HR Manager,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,41550,57801,Human Resources
Mar-14,uid-275,24363,,,Range E,Senior Policy Advisor,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,41550,57801,Policy
Mar-14,uid-276,24363,,,Range E2,HR Manager,"Group Human Resources,Corporate Centre Change and Management Team,GMS/TLA",0,49490,60000,Human Resources
Mar-14,uid-277,24016,,,Range C,Policy Support Officer,Growth and Productivity,0,18727,26720,Policy
Mar-14,uid-278,24016,,,Range D,Policy Advisor,Growth and Productivity,0,24578,38255,Policy
Mar-14,uid-279,24016,,,Range E,Senior Policy Advisor,Growth and Productivity,0,41550,57801,Policy
Mar-14,uid-280,24016,,,Range E2,Senior Policy Advisor,Growth and Productivity,0,49490,60000,Policy
Mar-14,uid-281,24016,,,Student,Student,Growth and Productivity,0,18480,18480,Policy
Mar-14,uid-282,24051,,,Range D,Policy Advisor,Health,0,24578,38255,Policy
Mar-14,uid-283,24051,,,Range E,Senior Policy Advisor,Health,0,41550,57801,Policy
Mar-14,uid-284,24056,,,Range C,Policy Support Officer,Home and Legal,0,18727,26720,Policy
Mar-14,uid-285,24056,,,Range D,Policy Advisor,Home and Legal,0,24578,38255,Policy
Mar-14,uid-286,24056,,,Range E,Senior Policy Advisor,Home and Legal,0,41550,57801,Policy
Mar-14,uid-287,24056,,,Range E2,Senior Policy Advisor,Home and Legal,0,49490,60000,Policy
Mar-14,uid-288,24884,,,Range D,Policy Advisor,Housing Planning and Cities,0,24578,38255,Policy
Mar-14,uid-289,24884,,,Range E,Senior Policy Advisor,Housing Planning and Cities,0,41550,57801,Policy
Mar-14,uid-290,24038,,,Range C,Policy Support Officer,Infrastructure Delivery,0,18727,26720,Policy
Mar-14,uid-291,24038,,,Specialist,Specialist,Infrastructure Delivery,0,28000,145000,Policy
Mar-14,uid-292,24038,,,Range D,Policy Advisor,Infrastructure Finance,0,24578,38255,Policy
Mar-14,uid-293,24038,,,Specialist,Specialist,Infrastructure Finance,0,28000,145000,Policy
Mar-14,uid-294,25134,,,Range C,Policy Support Officer,Infrastructure Strategy Branch,0,18727,26720,Policy
Mar-14,uid-295,25134,,,Range D,Policy Advisor,Infrastructure Strategy Branch,0,24578,38255,Policy
Mar-14,uid-296,25134,,,Range E,Senior Policy Advisor,Infrastructure Strategy Branch,0,41550,57801,Policy
Mar-14,uid-297,24038,,,Range B,Policy Support Officer,Infrastructure UK (IUK),0,16386,21663,Policy
Mar-14,uid-298,24038,,,Range C,Policy Support Officer,Infrastructure UK (IUK),0,18727,26720,Policy
Mar-14,uid-299,24038,,,Range D,Policy Advisor,Infrastructure UK (IUK),0,24578,38255,Policy
Mar-14,uid-300,24038,,,Range E,Senior Policy Advisor,Infrastructure UK (IUK),0,41550,57801,Policy
Mar-14,uid-301,24038,,,Specialist,Specialist,Infrastructure UK (IUK),0,28000,145000,Policy
Mar-14,uid-302,24053,,,Range B,Policy Support Officer,Insurance and Savings/GMS,0,16386,21663,Policy
Mar-14,uid-303,24053,,,Range C,Policy Support Officer,Insurance and Savings/GMS,0,18727,26720,Policy
Mar-14,uid-304,24053,,,Range D,Policy Advisor,Insurance and Savings/GMS,0,24578,38255,Policy
Mar-14,uid-305,24053,,,Range E,Senior Policy Advisor,Insurance and Savings/GMS,0,41550,57801,Policy
Mar-14,uid-306,24053,,,Range E2,Senior Policy Advisor,Insurance and Savings/GMS,0,49490,60000,Policy
Mar-14,uid-307,24655,,,Range C,Policy Support Officer,International Institutions and Policy,0,18727,26720,Policy
Mar-14,uid-308,24655,,,Range D,Policy Advisor,International Institutions and Policy,0,24578,38255,Policy
Mar-14,uid-309,24655,,,Range E,Senior Policy Advisor,International Institutions and Policy,0,41550,57801,Economics
Mar-14,uid-310,24655,,,Range E,Senior Policy Advisor,International Institutions and Policy,0,41550,57801,Policy
Mar-14,uid-311,23964,,,Range C,IT Support Officer,Joint Workplace solutions,0,18727,26720,Information Technology
Mar-14,uid-312,23964,,,Range D,IT Manager,Joint Workplace solutions,0,24578,38255,Information Technology
Mar-14,uid-313,23964,,,Range D,Project Officer,Joint Workplace solutions,0,24578,38255,Information Technology
Mar-14,uid-314,23964,,,Range E,Senior IT Manager,Joint Workplace solutions,0,41550,57801,Information Technology
Mar-14,uid-315,23964,,,Range E2,Senior IT Manager,Joint Workplace solutions,0,49490,60000,Information Technology
Mar-14,uid-316,25259,,,Range D,Policy Advisor,Labour Markets and Distributional Analysis,0,24578,38255,Policy
Mar-14,uid-317,25259,,,Range E,Senior Policy Advisor,Labour Markets and Distributional Analysis,0,41550,57801,Policy
Mar-14,uid-318,25259,,,Range E2,Senior Policy Advisor,Labour Markets and Distributional Analysis,0,49490,60000,Policy
Mar-14,uid-319,24582,,,Range B,Policy Support Officer,Lloyds and Analytical team/GMS/Director's Office,0,16386,21663,Finance
Mar-14,uid-320,24582,,,Range C,Policy Support Officer,Lloyds and Analytical team/GMS/Director's Office,0,18727,26720,Policy
Mar-14,uid-321,24582,,,Range D,Policy Advisor,Lloyds and Analytical team/GMS/Director's Office,0,24578,38255,Finance
Mar-14,uid-322,24582,,,Range D,Policy Advisor,Lloyds and Analytical team/GMS/Director's Office,0,24578,38255,Policy
Mar-14,uid-323,24582,,,Range D,Project Officer,Lloyds and Analytical team/GMS/Director's Office,0,24578,38255,Policy
Mar-14,uid-324,24582,,,Range E,Senior Policy Advisor,Lloyds and Analytical team/GMS/Director's Office,0,41550,57801,Policy
Mar-14,uid-325,24582,,,Range E2,Senior Policy Advisor,Lloyds and Analytical team/GMS/Director's Office,0,49490,60000,Policy
Mar-14,uid-326,24549,,,Range D,Policy Advisor,Macroeconomic Coordination & Strategy,0,24578,38255,Economics
Mar-14,uid-327,24549,,,Range D,Policy Advisor,Macroeconomic Coordination & Strategy,0,24578,38255,Policy
Mar-14,uid-328,24549,,,Range E,Senior Policy Advisor,Macroeconomic Coordination & Strategy,0,41550,57801,Economics
Mar-14,uid-329,24549,,,Range E,Senior Policy Advisor,Macroeconomic Coordination & Strategy,0,41550,57801,Policy
Mar-14,uid-330,24549,,,Student,Student,Macroeconomic Coordination & Strategy,0,18480,18480,Economics
Mar-14,uid-331,24025,,,Range C,M I Support Officer,Management Information Unit,0,18727,26720,Operational Delivery
Mar-14,uid-332,24025,,,Range D,MI Officer,Management Information Unit,0,24578,38255,Operational Delivery
Mar-14,uid-333,24025,,,Range E,Senior MI Officer,Management Information Unit,0,41550,57801,Operational Delivery
Mar-14,uid-334,24322,,,Range D,Policy Advisor,Office of Head of Government Finance Profession,0,24578,38255,Policy
Mar-14,uid-335,24322,,,Range E,Senior Policy Advisor,Office of Head of Government Finance Profession,0,41550,57801,Policy
Mar-14,uid-336,23984,,,Range B,Policy Support Officer,Parliamentary Unit/GMS,0,16386,21663,Policy
Mar-14,uid-337,23984,,,Range C,Policy Support Officer,Parliamentary Unit/GMS,0,18727,26720,Policy
Mar-14,uid-338,23984,,,Range D,Policy Advisor,Parliamentary Unit/GMS,0,24578,38255,Policy
Mar-14,uid-339,23984,,,Range E,Senior Policy Advisor,Parliamentary Unit/GMS,0,41550,57801,Policy
Mar-14,uid-340,24000,,,Range D,Policy Advisor,Pensions and Savings Team,0,24578,38255,Policy
Mar-14,uid-341,24000,,,Range E,Senior Policy Advisor,Pensions and Savings Team,0,41550,57801,Policy
Mar-14,uid-342,24000,,,Student,Student,Pensions and Savings Team,0,18480,18480,Policy
Mar-14,uid-343,23984,,,Range B,Policy Support Officer,Permanent Secretary's Office/Special Advisers,0,16386,21663,Policy
Mar-14,uid-344,23984,,,Range C,Policy Support Officer,Permanent Secretary's Office/Special Advisers,0,18727,26720,Communications
Mar-14,uid-345,23984,,,Range C,Policy Support Officer,Permanent Secretary's Office/Special Advisers,0,18727,26720,Policy
Mar-14,uid-346,23984,,,Range D,Policy Advisor,Permanent Secretary's Office/Special Advisers,0,24578,38255,Communications
Mar-14,uid-347,23984,,,Range D,Policy Advisor,Permanent Secretary's Office/Special Advisers,0,24578,38255,Policy
Mar-14,uid-348,23984,,,Range E,Senior Policy Advisor,Permanent Secretary's Office/Special Advisers,0,41550,57801,Policy
Mar-14,uid-349,24057,,,Range B,Policy Support Officer,Personal Taxation/GMS,0,16386,21663,Policy
Mar-14,uid-350,24057,,,Range C,Policy Support Officer,Personal Taxation/GMS,0,18727,26720,Policy
Mar-14,uid-351,24057,,,Range D,Policy Advisor,Personal Taxation/GMS,0,24578,38255,Policy
Mar-14,uid-352,24057,,,Range E,Senior Policy Advisor,Personal Taxation/GMS,0,41550,57801,Policy
Mar-14,uid-353,24057,,,Range E2,Senior Policy Advisor,Personal Taxation/GMS,0,49490,60000,Policy
Mar-14,uid-354,24057,,,Student,Student,Personal Taxation/GMS,0,18480,18480,Policy
Mar-14,uid-355,24038,,,Range D,Policy Advisor,Public Private Partnerships Policy,0,24578,38255,Policy
Mar-14,uid-356,24038,,,Range E,Senior Policy Advisor,Public Private Partnerships Policy,0,41550,57801,Policy
Mar-14,uid-357,24038,,,Specialist,Specialist,Public Private Partnerships Policy,0,28000,145000,Policy
Mar-14,uid-358,25393,,,Range C,Policy Support Officer,Resilience and Resolution,0,18727,26720,Policy
Mar-14,uid-359,25393,,,Range D,Policy Advisor,Resilience and Resolution,0,24578,38255,Policy
Mar-14,uid-360,25393,,,Range E,Senior Policy Advisor,Resilience and Resolution,0,41550,57801,Policy
Mar-14,uid-361,25393,,,Range E2,Senior Policy Advisor,Resilience and Resolution,0,49490,60000,Policy
Mar-14,uid-362,25393,,,Student,Student,Resilience and Resolution,0,18480,18480,Policy
Mar-14,uid-363,25140,,,Range B,Policy Support Officer,Sanctions and Counter Illicit Finance,0,16386,21663,Policy
Mar-14,uid-364,25140,,,Range C,Policy Support Officer,Sanctions and Counter Illicit Finance,0,18727,26720,Policy
Mar-14,uid-365,25140,,,Range D,Policy Advisor,Sanctions and Counter Illicit Finance,0,24578,38255,Economics
Mar-14,uid-366,25140,,,Range D,Policy Advisor,Sanctions and Counter Illicit Finance,0,24578,38255,Policy
Mar-14,uid-367,25140,,,Range E,Senior Policy Advisor,Sanctions and Counter Illicit Finance,0,41550,57801,Policy
Mar-14,uid-368,25140,,,Range E2,Senior Policy Advisor,Sanctions and Counter Illicit Finance,0,49490,60000,Policy
Mar-14,uid-369,23999,,,Range D,Policy Advisor,Securities & Markets,0,24578,38255,Policy
Mar-14,uid-370,23999,,,Range E,Senior Policy Advisor,Securities & Markets,0,41550,57801,Policy
Mar-14,uid-371,24017,,,Range D,Policy Advisor,"Strategy, Planning & Projects",0,24578,38255,Policy
Mar-14,uid-372,24017,,,Range B,Policy Support Officer,"Strategy, Planning & Projects/Scotland Analysis Programme",0,16386,21663,Policy
Mar-14,uid-373,24017,,,Range D,Policy Advisor,"Strategy, Planning & Projects/Scotland Analysis Programme",0,24578,38255,Policy
Mar-14,uid-374,24017,,,Range E,Senior Policy Advisor,"Strategy, Planning & Projects/Scotland Analysis Programme",0,41550,57801,Policy
Mar-14,uid-375,24017,,,Range E2,Senior Policy Advisor,"Strategy, Planning & Projects/Scotland Analysis Programme",0,49490,60000,Policy
Mar-14,uid-376,24350,,,Range D,Policy Advisor,"Tax Administration, Spending and Reform",0,24578,38255,Policy
Mar-14,uid-377,24350,,,Range E,Senior Policy Advisor,"Tax Administration, Spending and Reform",0,41550,57801,Policy
Mar-14,uid-378,24350,,,Range E2,Senior Policy Advisor,"Tax Administration, Spending and Reform",0,49490,60000,Policy
Mar-14,uid-379,23953,,,Range D,Policy Advisor,Transport Regulation and Competition,0,24578,38255,Policy
Mar-14,uid-380,23953,,,Range E,Senior Policy Advisor,Transport Regulation and Competition,0,41550,57801,Policy
Mar-14,uid-381,23953,,,Range E2,Senior Policy Advisor,Transport Regulation and Competition,0,49490,60000,Policy
Mar-14,uid-382,23965,,,Range D,Internal Auditor,Treasury Group Commercial/Group Internal Audit,0,24578,38255,Internal Audit
Mar-14,uid-383,23965,,,Range E,Senior Internal Auditor,Treasury Group Commercial/Group Internal Audit,0,41550,57801,Internal Audit
Mar-14,uid-384,23965,,,Range E,Senior Procurement Officer,Treasury Group Commercial/Group Internal Audit,0,41550,57801,Procurement
Mar-14,uid-385,23976,,,Range C,Policy Support Officer,Treasury Officer of Accounts Team,0,18727,26720,Policy
Mar-14,uid-386,23976,,,Range D,Policy Advisor,Treasury Officer of Accounts Team,0,24578,38255,Policy
Mar-14,uid-387,23976,,,Range E,Senior Policy Advisor,Treasury Officer of Accounts Team,0,41550,57801,Policy
Mar-14,uid-388,24087,,,Range B,Policy Support Officer,VAT & Excise/Office of Tax Simplification Team,0,16386,21663,Policy
Mar-14,uid-389,24087,,,Range D,Policy Advisor,VAT & Excise/Office of Tax Simplification Team,0,24578,38255,Policy
Mar-14,uid-390,24087,,,Range E,Senior Policy Advisor,VAT & Excise/Office of Tax Simplification Team,0,41550,57801,Economics
Mar-14,uid-391,24087,,,Range E,Senior Policy Advisor,VAT & Excise/Office of Tax Simplification Team,0,41550,57801,Policy
Mar-14,uid-392,24087,,,Range E2,Senior Policy Advisor,VAT & Excise/Office of Tax Simplification Team,0,49490,60000,Policy
Mar-14,uid-393,23968,,,Range D,Policy Advisor,Welfare Spending and Reform,0,24578,38255,Policy
Mar-14,uid-394,23968,,,Range E,Senior Policy Advisor,Welfare Spending and Reform,0,41550,57801,Economics
Mar-14,uid-395,23968,,,Range E,Senior Policy Advisor,Welfare Spending and Reform,0,41550,57801,Policy
Mar-14,uid-396,23968,,,Range E2,Senior Policy Advisor,Welfare Spending and Reform,0,49490,60000,Policy
Mar-14,uid-397,23960,,,Range C,Policy Support Officer,Workforce Pay and Pensions Team,0,18727,26720,Policy
Mar-14,uid-398,23960,,,Range D,Policy Advisor,Workforce Pay and Pensions Team,0,24578,38255,Policy
Mar-14,uid-399,23960,,,Range E,Senior Policy Advisor,Workforce Pay and Pensions Team,0,41550,57801,Policy
Mar-14,uid-400,23960,,,Student,Student,Workforce Pay and Pensions Team,0,18480,18480,Policy
