date,id,parentId,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
Sep-15,42,7,Senior,Vacant,SCS3,"Director General, Deputy National Security Adviser, Defence, Nuclear and Strategy",National Security Secretariat,0,0,0,Policy
Sep-15,51,5,Senior,Paul Rankin,SCS2,"Director, European and Global Issues Secretariat",European and Global Issues Secretariat,0,90000,94999,Policy
Sep-15,54,10,Senior,Vacant,SCS2,Director and Deputy Head of Economic and Domestic Affairs Secretariat,Economic and Domestic Affairs Secretariat,0,0,0,Policy
Sep-15,56,35,Senior,Helen Bower,SCS2,"Director, Prime Minister's Official Spokesperson",Government Communications,0,60000,64999,Communications
Sep-15,57,317,Senior,Sue Gray,SCS3,"Director General, Propriety and Ethics, HMU for Private Office Group",Private Office Group,619889,115000,119999,Policy
Sep-15,59,594,Senior,Lucy Smith,SCS2,"Director, Constitution Group",Constitution Group,0,95000,99999,Policy
Sep-15,63,8,Senior,Eliminated,SCS1,"Deputy Director, PPS to Minister for Cabinet Office",Private Office Group,0,0,0,Operational Delivery
Sep-15,69,54,Senior,N/D,SCS1,"Deputy Director, Home Affairs",Economic and Domestic Affairs Secretariat,328647.8,0,0,Policy
Sep-15,76,54,Senior,N/D,SCS1,"Deputy Director, Growth and Economic Affairs",Economic and Domestic Affairs Secretariat,155901,0,0,Policy
Sep-15,77,380,Senior,N/D,SCS1,"Deputy Director, Head of Honours and Appointments",Honours and Appointments Secretariat,869623,0,0,Policy
Sep-15,79,56,Senior,N/D,SCS1,"Deputy Director, Head of Afghan and NSC Communication",Government Communications,411815.8,0,0,Communications
Sep-15,81,35,Senior,N/D,SCS1,"Deputy Director, Head of Corporate Services",Prime Minister's Office,2409921,0,0,Operational Delivery
Sep-15,82,33,Senior,N/D,SCS1,"Deputy Director, Civil Service Talent",Civil Service HR,309500,0,0,Human Resources
Sep-15,99,24,Senior,N/D,SCS1,"Deputy Director, Finance",Finance & Estates Management,2095473,0,0,Finance
Sep-15,100,580,Senior,N/D,SCS1,"Deputy Director, Chief Executive of Office of the Parliamentary Counsel",Government in Parliament,881732,0,0,Operational Delivery
Sep-15,102,33,Senior,Eliminated,SCS1,"Deputy Director, Perm Sec Appointments and Performance Management",Civil Service HR,0,0,0,Human Resources
Sep-15,116,406,Senior,N/D,SCS1,"Deputy Director, Analysis and Insight",Government Innovation Group,944833,0,0,Statisticians
Sep-15,118,59,Senior,N/D,SCS1,"Deputy Director, Elections Division",Constitution Group,940864,0,0,Policy
Sep-15,124,35,Senior,N/D,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,400335,0,0,Policy
Sep-15,128,270,Senior,Eliminated,SCS1,"Deputy Director, Public Service Mutuals",Transformation,0,0,0,Policy
Sep-15,133,270,Senior,N/D,SCS1,"Deputy Director, Public Bodies Reform",Transformation,572848,0,0,Policy
Sep-15,140,57,Senior,N/D,SCS1,"Deputy Director, Knowledge and Information Management",Private Office Group,634781,0,0,Knowledge and Information Management (KIM)
Sep-15,141,580,Senior,Roy Stone,SCS2,"Executive Director, Business Management (Commons)",Government in Parliament,687939,95000,99999,Programme and Project Management (PPM)
Sep-15,142,57,Senior,N/D,SCS1,"Deputy Director, Propriety & Ethics Team",Private Office Group,420941,0,0,Policy
Sep-15,143,406,Senior,N/D,SCS1,"Deputy Director, Social Action",Government Innovation Group,438383,0,0,Policy
Sep-15,145,37,Senior,N/D,SCS1,Head of HR Expert Services,Human Resources,322688,0,0,Human Resources
Sep-15,146,35,Senior,N/D,SCS1,"Deputy Director, Private Secretary to the Prime Minister",Prime Minister's Office,379815,0,0,Policy
Sep-15,151,35,Senior,N/D,SCS1,"Deputy Director, Private Secretary to the Prime Minister (Speechwriter)",Prime Minister's Office,0,0,0,Communications
Sep-15,152,35,Senior,N/D,SCS1,"Deputy Director, Private Secretary to the Prime Minister",Prime Minister's Office,277539,0,0,Policy
Sep-15,153,54,Senior,N/D,SCS1,"Deputy Director, Parliamentary Adviser",Economic and Domestic Affairs Secretariat,0,0,0,Policy
Sep-15,154,56,Senior,N/D,SCS1,"Deputy Director, Head of News and PMO Press Office",Government Communications,618703,0,0,Communications
Sep-15,157,186,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,158,187,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,159,187,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,160,173,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,161,187,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,162,186,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,164,182,Senior,Alison Bertlin,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,105000,109999,Law
Sep-15,166,182,Senior,Bernadette Walsh,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,130000,134999,Law
Sep-15,167,187,Senior,Catherine O'Riordan,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,135000,139999,Law
Sep-15,169,183,Senior,David Sewell,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,90000,94999,Law
Sep-15,171,186,Senior,Godfrey Lyne,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,135000,139999,Law
Sep-15,172,187,Senior,Helene Moore,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,125000,129999,Law
Sep-15,173,186,Senior,Jackie Crawford,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,130000,134999,Law
Sep-15,174,182,Senior,James Stephens,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,125000,129999,Law
Sep-15,175,182,Senior,Jessica de Mounteney,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,90000,94999,Law
Sep-15,176,183,Senior,Lucy Baines,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,135000,139999,Law
Sep-15,177,182,Senior,Mark Hudson,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,135000,139999,Law
Sep-15,178,187,Senior,Nigel Rendell,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,135000,139999,Law
Sep-15,180,580,Senior,N/D,SCS3,Parliamentary Counsel (Director General),Government in Parliament,0,120000,124999,Law
Sep-15,181,580,Senior,Catherine Johnston CB,SCS3,Parliamentary Counsel (Director General),Government in Parliament,0,195000,199999,Law
Sep-15,182,580,Senior,David Cook CB,SCS3,"2nd Parliamentary Counsel (Director General), HO and DECC",Government in Parliament,0,180000,184999,Law
Sep-15,183,580,Senior,David Sprackling,SCS3,"Parliamentary Counsel (Director General), DWP, DEFRA, MOJ, MoD and DfT",Government in Parliament,0,155000,159999,Law
Sep-15,186,580,Senior,Elizabeth Gardiner CB,SCS3,"Parliamentary Counsel (Director General), HMT, HMRC, DfID, FCO and DCMS",Government in Parliament,0,175000,179999,Law
Sep-15,187,580,Senior,Hayley Rogers,SCS3,"Parliamentary Counsel (Director General), DfE, DCLG, BIS and DH",Government in Parliament,0,160000,164999,Law
Sep-15,192,182,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,193,187,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,194,182,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,195,187,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,196,182,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,200,186,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,201,183,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,202,187,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,216,317,Senior,Eliminated,SCS3,"Director General, Deputy Prime Minister's Office",Deputy Prime Minister's Office,0,0,0,Policy
Sep-15,221,497,Senior,Eliminated,SCS2,"Executive Director, Government Innovation Group",Government Innovation Group,0,0,0,Policy
Sep-15,224,37,Senior,Eliminated,SCS1,"Deputy Director, Flexible Resourcing",Human Resources,0,0,0,Human Resources
Sep-15,227,35,Senior,N/D,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,0,0,0,Policy
Sep-15,228,24,Senior,Vacant,SCS1,"Deputy Director, Commercial and Estates",Finance & Estates Management,957257,0,0,Other
Sep-15,230,586,Senior,N/D,SCS1,"Deputy Director, Data Transparency",Government Digital Service,533867,0,0,Operational delivery
Sep-15,240,281,Senior,Eliminated,SCS2,Director of Operations,Government Digital Service,0,0,0,Other
Sep-15,243,452,Senior,Eliminated,SCS1,Deputy Director Digital Strategy,Government Digital Service,0,0,0,Other
Sep-15,246,38,Senior,Eliminated,SCS1,"Deputy Director, Head of Deputy Prime Minister and Political Reform Communications",Government Communications,0,0,0,Communications
Sep-15,252,183,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,253,183,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,254,186,Senior,Eliminated,SCS1,Assistant Parliamentary Counsel,Government in Parliament,0,0,0,Law
Sep-15,255,187,Senior,Douglas Hall,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,85000,89999,Law
Sep-15,257,59,Senior,N/D,SCS1,"Deputy Director, Electoral Registration Transformation",Constitution Group,1192437,0,0,Programme and Project Management (PPM)
Sep-15,259,25,Senior,Eliminated,SCS1,"Deputy Director, Head of RAU",Deputy Prime Minister's Office,0,0,0,Policy
Sep-15,270,350,Senior,Paul Chinn,SCS2,"Executive Director, Next Generation Shared Services",Transformation,409728,0,0,Procurement
Sep-15,274,497,Senior,Bill Crothers,SCS3,Government Chief Commercial Officer,Efficiency,0,145000,149999,Procurement
Sep-15,276,281,Senior,N/D,SCS1,"Deputy Director, MoJ and Cabinet Office Transformation",Government Digital Service,0,0,0,Other
Sep-15,280,31,Senior,Eliminated,SCS1,"Deputy Director, Workforce Strategy",Civil Service HR,0,0,0,Human Resources
Sep-15,281,497,Senior,Stephen Foreshew-Cain,SCS2,"Executive Director, Government Digital Service, Transformation Cluster",Government Digital Service,3157325,120000,124999,Other
Sep-15,282,281,Senior,Eliminated,SCS1,"Deputy Director, Programme Transformation",Government Digital Service,0,0,0,Other
Sep-15,284,281,Senior,N/D,SCS1,"Deputy Director, Digital Transformation",Government Digital Service,613118,0,0,Other
Sep-15,286,59,Senior,N/D,SCS1,"Deputy Director, UK Governance & Devoluton",Constitution Group,643860,0,0,Policy
Sep-15,289,35,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,0,0,0,Policy
Sep-15,296,445,Senior,N/D,SCS1,"Programme Director, Hubs",Government Property Unit,1332299,0,0,Property and asset management
Sep-15,298,35,Senior,N/D,SCS1,"Deputy Director, Head of No10 Appointments",Prime Minister's Office,0,0,0,Human Resources
Sep-15,299,35,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,0,0,0,Policy
Sep-15,300,216,Senior,Eliminated,SCS1,"Deputy Director, Head of Cities Unit",Constitution Group,0,0,0,Policy
Sep-15,302,38,Senior,N/D,SCS1,"Deputy Director, Head of CO Communications",Government Communications,819558,0,0,Communications
Sep-15,303,406,Senior,N/D,SCS1,"Deputy Director, Partnerships Team",Government Innovation Group,395086,0,0,Policy
Sep-15,304,511,Senior,Eliminated,SCS1,"Deputy Director, Red Tape Challenge & Deregulation Bill (job share)",Implementation Group,0,0,0,Policy
Sep-15,305,31,Senior,N/D,SCS1,"Deputy Director, Civil Service Pay & Reward",Civil Service HR,659456,0,0,Human Resources
Sep-15,313,22,Senior,Vacant,SCS1,"Deputy Director, ID Assurance",Government Digital Service,0,0,0,Other
Sep-15,316,54,Senior,N/D,SCS1,"Deputy Director, Public Services",Economic and Domestic Affairs Secretariat,240560.24,0,0,Policy
Sep-15,317,405,Senior,Sir Jeremy Heywood,SCS4,Cabinet Secretary and Head of the Civil Service,Private Office Group,0,195000,199999,Operational Delivery
Sep-15,318,25,Senior,Eliminated,SCS1,"Deputy Director, Senior Private Secretary",Deputy Prime Minister's Office,0,0,0,Policy
Sep-15,319,511,Senior,N/D,SCS1,"Chief Analyst, Deputy Director Analysis, Welfare and Energy",Implementation Group,0,0,0,Statisticians
Sep-15,320,511,Senior,N/D,SCS1,"Deputy Director, Social Policy Implementation",Implementation Group,0,0,0,Policy
Sep-15,321,511,Senior,N/D,SCS1,"Deputy Director, Home and Foreign Affairs",Implementation Group,451639,0,0,Policy
Sep-15,322,281,Senior,Eliminated,SCS1,"Deputy Director, Performance and Delivery",Government Digital Service,0,0,0,Other
Sep-15,323,445,Senior,N/D,SCS1,"Deputy Director, Policy and Strategy",Government Property Unit,0,0,0,Property and asset management
Sep-15,328,38,Senior,Eliminated,SCS1,"Deputy Director, Head of Shared Delivery Pool",Government Communications,0,0,0,Communications
Sep-15,329,59,Senior,Vacant,SCS1,Secretary to the Commission (Boundary Commission),Constitution Group,0,0,0,Operational Delivery
Sep-15,330,497,Senior,Lesley Hume,SCS2,"Executive Director, Fraud, Error, Debt and Grants","Fraud, Error and Debt",275051,130000,134999,Policy
Sep-15,334,35,Senior,N/D,SCS1,"Deputy Director, Private Secretary to the Prime Minister",Prime Minister's Office,0,0,0,Policy
Sep-15,338,580,Senior,N/D,SCS1,"Deputy Director, Business Management (Lords)",Government in Parliament,432225,0,0,Operational Delivery
Sep-15,339,182,Senior,Edward Stell,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,145000,149999,Law
Sep-15,340,5,Senior,Antony Phillipson,SCS2,"Director, European and Global Issues Secretariat",European and Global Issues Secretariat,0,90000,94999,Policy
Sep-15,350,497,Senior,Ed Welsh,SCS2,"Executive Director, Transformation Cluster",Transformation,0,70000,74999,Policy
Sep-15,351,511,Senior,N/D,SCS1,"Deputy Director, Health & Social Care, Digital, Child Protection",Implementation Group,0,0,0,Policy
Sep-15,353,497,Senior,Eliminated,SCS3,"Director General, Civil Service Group",Civil Service Group,0,0,0,Policy
Sep-15,357,406,Senior,N/D,SCS1,"Deputy Director, Sector Support and Reform",Government Innovation Group,993922,0,0,Policy
Sep-15,359,406,Senior,N/D,SCS1,"Deputy Director, Social Investment and Finance",Government Innovation Group,619161,0,0,Policy
Sep-15,360,330,Senior,N/D,SCS1,"Deputy Director, Fraud, Error, Debt and Grants","Fraud, Error and Debt",593045,0,0,Policy
Sep-15,365,31,Senior,Eliminated,SCS1,"Deputy Director, Head of the Pension Scheme Management Executive",Civil Service HR,0,0,0,Human Resources
Sep-15,375,5,Senior,Creon Butler,SCS2,"Director, European and Global Issues Secretariat",European and Global Issues Secretariat,0,115000,119999,Policy
Sep-15,380,497,Senior,Darren Tierney,SCS2,"Director, Civil Service Group",Civil Service Group,897922,85000,89999,Policy
Sep-15,382,330,Senior,N/D,SCS1,"Deputy Director, Fraud, Error, Debt and Grants","Fraud, Error and Debt",277283,0,0,Operational Delivery
Sep-15,388,22,Senior,Eliminated,SCS1,"Deputy Director, Tactical Delivery",Government Digital Service,0,0,0,Other
Sep-15,396,270,Senior,N/D,SCS1,"Deputy Director, ISSC1 Contract Director",Transformation,391150,0,0,Programme and Project Management (PPM)
Sep-15,397,270,Senior,Eliminated,SCS1,"Deputy Director, Head of Crown Oversight Function",Transformation,0,0,0,Programme and Project Management (PPM)
Sep-15,398,270,Senior,N/D,SCS1,"Deputy Director, Commercial Models",Transformation,0,0,0,Procurement
Sep-15,399,270,Senior,N/D,SCS1,"Deputy Director, Commercial Models",Transformation,288857,0,0,Procurement
Sep-15,400,270,Senior,N/D,SCS1,"Deputy Director, Commercial Models",Transformation,0,0,0,Procurement
Sep-15,405,,Senior,Cabinet Office,OF-6,Cabinet Office,Cabinet Office,0,0,0,Other
Sep-15,406,497,Senior,Mark Fisher,SCS2,"Executive Director, Government Innovation Group (incl office for Civil Society)",Government Innovation Group,387435,125000,129999,Policy
Sep-15,408,281,Senior,N/D,SCS1,"Deputy Director, Digital Inclusion",Government Digital Service,923670,0,0,Other
Sep-15,409,406,Senior,N/D,SCS1,"Deputy Director, Programmes and Strategy Office",Government Innovation Group,527118,0,0,Policy
Sep-15,414,35,Senior,Vacant,SCS1,"Deputy Director, Private Secretary to Prime Minister (Defence)",Prime Minister's Office,0,0,0,Policy
Sep-15,416,37,Senior,N/D,SCS1,"Deputy Director, HR Strategy, Planning and Change",Human Resources,688578,0,0,Human Resources
Sep-15,417,497,Senior,Eliminated,SCS3,"Director General, Civil Service HR",Civil Service HR,0,0,0,Human Resources
Sep-15,418,592,Senior,Eliminated,SCS2,"Executive Director, Strategic HR",Civil Service HR,0,0,0,Human Resources
Sep-15,420,592,Senior,Eliminated,SCS1,"Deputy Director, Civil Service HR Capability and Talent",Civil Service HR,0,0,0,Human Resources
Sep-15,426,380,Senior,N/D,SCS1,"Deputy Director, Office for Government SIRO",Civil Service Group,232843,0,0,Programme and Project Management (PPM)
Sep-15,427,497,Senior,Eliminated,SCS1,Chief Executive Group HR Director,Chief Executive Group,0,0,0,Human Resources
Sep-15,428,380,Senior,N/D,SCS1,"Deputy Director, Head of Service Quality & Controls",Civil Service Group,0,0,0,Policy
Sep-15,431,270,Senior,N/D,SCS1,"Deputy Director, Transition & Technology Lead",Transformation,243819,0,0,Procurement
Sep-15,439,470,Senior,N/D,SCS1,"Deputy Director, Defence & International",Major Projects,0,0,0,Programme and Project Management (PPM)
Sep-15,445,497,Senior,Bruce Richard Mann,SCS2,"Executive Director, Government Property Unit",Government Property Unit,0,105000,109999,Property and asset management
Sep-15,448,572,Senior,N/D,SCS1,"Deputy Director, Records and Governance",Major Events & Operations,0,0,0,Policy
Sep-15,452,281,Senior,Chris Ferguson,SCS2,"Director, Digital",Government Digital Service,2681893,70000,74999,Other
Sep-15,453,281,Senior,Eliminated,SCS1,"Deputy Director, Digital Transformation",Government Digital Service,0,0,0,Other
Sep-15,454,281,Senior,N/D,SCS1,"Deputy Director, Design",Government Digital Service,888237,0,0,Other
Sep-15,456,281,Senior,Eliminated,SCS1,"Deputy Director, Strategy",Government Digital Service,0,0,0,Other
Sep-15,457,22,Senior,N/D,SCS1,"Deputy Director, Gov.uk",Government Digital Service,2197336,0,0,Other
Sep-15,458,281,Senior,N/D,SCS1,"Deputy Director, Communication & Digital Engagement",Government Digital Service,335975,0,0,Other
Sep-15,459,22,Senior,N/D,SCS1,"Deputy Director, Technical Architect",Government Digital Service,3058722,0,0,Other
Sep-15,460,22,Senior,N/D,SCS1,"Deputy Director, Common Technology",Government Digital Service,0,0,0,Other
Sep-15,461,22,Senior,N/D,SCS1,"Deputy Director, Technology Leadership",Government Digital Service,0,0,0,Other
Sep-15,470,564,Senior,Vacant,SCS2,"Director, Operations & Efficiency",Major Projects,1223551,0,0,Programme and Project Management (PPM)
Sep-15,472,470,Senior,N/D,SCS1,"Deputy Director, Operations Manager, Public Services Cluster",Major Projects,0,0,0,Programme and Project Management (PPM)
Sep-15,473,470,Senior,N/D,SCS1,"Deputy Director, Operations Manager, Enterprise & Growth",Major Projects,0,0,0,Programme and Project Management (PPM)
Sep-15,474,564,Senior,N/D,SCS1,"Deputy Director, Construction",Major Projects,279891,0,0,Programme and Project Management (PPM)
Sep-15,475,565,Senior,N/D,SCS1,"Deputy Director, Portfolio Management Group",Major Projects,0,0,0,Programme and Project Management (PPM)
Sep-15,476,565,Senior,N/D,SCS1,"Deputy Director, Leadership Capability & Development",Major Projects,210192,0,0,Programme and Project Management (PPM)
Sep-15,479,406,Senior,N/D,SCS1,"Deputy Director, Head of Youth Policy",Government Innovation Group,452689,0,0,Policy
Sep-15,480,406,Senior,N/D,SCS1,"Deputy Director, Head of Policy Lab",Government Innovation Group,0,0,0,Policy
Sep-15,481,221,Senior,Eliminated,SCS1,"Deputy Director, Transparency and Open Data",Government Innovation Group,0,0,0,Policy
Sep-15,482,25,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Deputy Prime Minister's Office,0,0,0,Policy
Sep-15,483,25,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Deputy Prime Minister's Office,0,0,0,Policy
Sep-15,484,35,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,0,0,0,Other
Sep-15,485,35,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,0,0,0,Other
Sep-15,486,35,Senior,Eliminated,SCS1,"Deputy Director, Senior Policy Adviser",Prime Minister's Office,0,0,0,Other
Sep-15,487,35,Senior,N/D,SCS1,"Deputy Director, Private Secretary to the Prime Minister",Prime Minister's Office,778047,0,0,Policy
Sep-15,488,35,Senior,N/D,SCS1,"Deputy Director, Head of Events & Visits",Prime Minister's Office,391191,0,0,Communications
Sep-15,489,182,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,490,37,Senior,N/D,SCS1,"Deputy Director, HR Business Partnering",Human Resources,435644,0,0,Human Resources
Sep-15,491,497,Senior,Andy Heyn,SCS2,"Director, Civil Service Group",Civil Service Group,0,85000,89999,Policy
Sep-15,494,470,Senior,N/D,SCS1,"Deputy Director, Operations Manager for Home and Legal",Major Projects,0,0,0,Programme and Project Management (PPM)
Sep-15,495,270,Senior,N/D,SCS1,"Deputy Director, Commercial Operations & Contract Delivery ISSC2",Transformation,499060,0,0,Programme and Project Management (PPM)
Sep-15,497,405,Senior,John Manzoni,SCS4,Chief Executive of the Civil Service and Cabinet Office Permanent Secretary,Chief Executive Group,0,230000,234999,Operational Delivery
Sep-15,498,57,Senior,Eliminated,SCS1,"Deputy Director, Head of Centre for Public Appointments",Private Office Group,0,0,0,Policy
Sep-15,499,497,Senior,N/D,SCS1,"Deputy Director, PPS to the Chief Executive of the Civil Service",Chief Executive Group,362747,0,0,Operational Delivery
Sep-15,500,565,Senior,N/D,SCS1,"Deputy Director, Specialist Recruiter for Project & Programme Management",Major Projects,240485,0,0,Programme and Project Management (PPM)
Sep-15,502,22,Senior,N/D,SCS1,"Deputy Director, Chief Technical Architect for HM Government",Government Digital Service,359479,0,0,Other
Sep-15,503,22,Senior,N/D,SCS1,"Deputy Director, PSN CTO",Government Digital Service,324415,0,0,Other
Sep-15,504,281,Senior,Eliminated,SCS1,"Deputy Director, Head of Recruitment and Skills Team",Government Digital Service,0,0,0,Other
Sep-15,505,497,Senior,Vacant,SCS1,"Deputy Director, Head of the Civil Service Board Secretariat",Chief Executive Group,0,0,0,Operational Delivery
Sep-15,507,445,Senior,Eliminated,SCS1,"Deputy Director, Head of Transformation",Government Property Unit,0,0,0,Property and asset management
Sep-15,508,186,Senior,Diggory Bailey,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,125000,129999,Law
Sep-15,509,186,Senior,Louise Davies,SCS2,Parliamentary Counsel (Director),Government in Parliament,0,125000,129999,Law
Sep-15,510,445,Senior,N/D,SCS1,"Deputy Director, New Property Model",Government Property Unit,0,0,0,Property and asset management
Sep-15,511,10,Senior,James Quinault,SCS2,"Director, Head of Implementation Group",Implementation Group,465684,85000,89999,Policy
Sep-15,512,380,Senior,N/D,SCS1,"Deputy Director, Functions and Reform",Civil Service Group,461567,0,0,Policy
Sep-15,513,22,Senior,N/D,SCS1,"Deputy Director, Digital Commercial Programme",Government Digital Service,0,0,0,Other
Sep-15,514,470,Senior,N/D,SCS1,"Deputy Director, Central & Corporate",Major Projects,436639,0,0,Programme and Project Management (PPM)
Sep-15,515,183,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,516,186,Senior,N/D,SCS1,Parliamentary Counsel (Deputy Director),Government in Parliament,0,0,0,Law
Sep-15,517,445,Senior,N/D,SCS1,"Chief Operating Officer, Government Property Unit, and Head of Government Property Profession",Government Property Unit,1467095,0,0,Property and asset management
Sep-15,518,51,Senior,N/D,SCS1,"Deputy Director, European and Global Issues Secretariat",European and Global Issues Secretariat,413415,0,0,Policy
Sep-15,519,38,Senior,N/D,SCS1,"Deputy Director, Head of Ideas",Government Communications,566012,0,0,Communications
Sep-15,520,38,Senior,N/D,SCS1,"Deputy Director, Head of Insight",Government Communications,374480,0,0,Communications
Sep-15,521,38,Senior,N/D,SCS1,"Deputy Director, Head of Implementation",Government Communications,449047,0,0,Communications
Sep-15,522,38,Senior,N/D,SCS1,"Deputy Director, Head of Impact",Government Communications,1432453,0,0,Communications
Sep-15,523,116,Senior,Eliminated,SCS1,"Deputy Director, Head of Statistics, Analysis and Insight",Government Innovation Group,0,0,0,Statisticians
Sep-15,525,380,Senior,N/D,SCS1,"Deputy Director, Civil Service Strategy",Civil Service Group,0,0,0,Policy
Sep-15,526,380,Senior,Eliminated,SCS1,"Deputy Director, Collective Leadership",Civil Service Group,0,0,0,Policy
Sep-15,527,51,Senior,N/D,SCS1,"Deputy Director, European and Global Issues Secretariat",European and Global Issues Secretariat,426696,0,0,Policy
Sep-15,528,340,Senior,N/D,SCS1,"Deputy Director, European and Global Issues Secretariat",European and Global Issues Secretariat,174438,0,0,Policy
