id,parentId,date,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
1715692,1119941,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Information Superiority,Navy Command,0,0,0,Military
1121945,155423,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Resources and Plans,Navy Command,0,0,0,Military
1126447,1116716,Sep-15,Senior,N/D,OF-6,Commodore Naval Personnel Strategy,Navy Command,0,0,0,Military
1396823,1116716,Sep-15,Senior,N/D,OF-6,Commodore Naval Personnel,Navy Command,0,0,0,Military
1710845,1116716,Sep-15,Senior,N/D,OF-6,"Naval Assistant
",Navy Command,0,0,0,Military
1125974,1116716,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Medical / Head of the Royal Naval Medical Service,Navy Command,0,0,0,Military
1716806,1116716,Sep-15,Senior,N/D,OF-6,Commodore Naval Legal Services,Navy Command,0,0,0,Military
1639793,1083930,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Training / Deputy Flag Officer Sea Training,Navy Command,0,0,0,Military
1748252,1083930,Sep-15,Senior,N/D,OF-6,Commanding Officer Maritime Warfare School and Commander Operational Training,Navy Command,0,0,0,Military
1735057,1083930,Sep-15,Senior,N/D,OF-6,Commander Core Naval Training,Navy Command,0,0,0,Military
1485456,1079272,Sep-15,Senior,N/D,OF-6,Deputy Commander United Kingdom Maritime Force and Combined Task Force 151,Navy Command,0,0,0,Military
1725072,1119941,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Maritime Capability,Navy Command,0,0,0,Military
1103327,1116716,Sep-15,Senior,N/D,OF-6,Commodore Maritime Reserves,Navy Command,0,0,0,Military
1795287,1752901,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Integrated Change Programme,Navy Command,0,0,0,Military
1779291,1698119,Sep-15,Senior,N/D,OF-6,DES NBC PORTSMOUTH,Navy Command,0,0,0,Military
1779364,1698119,Sep-15,Senior,N/D,OF-6,DES NBC CLYDE,Navy Command,0,0,0,Military
1779322,1698119,Sep-15,Senior,N/D,OF-6,DES NBC DEVONPORT,Navy Command,0,0,0,Military
1714883,1105390,Sep-15,Senior,N/D,OF-6,Head of Royal Navy Communications,Navy Command,0,0,0,Military
1853258,1698119,Sep-15,Senior,N/D,OF-6,Assistant Chief of Staff Engineering Support,Navy Command,0,0,0,Military
209418,155423,Sep-15,Senior,N/D,SCS1,Deputy Finance Director,Navy Command,0,0,0,Finance
1853791,1105390,Sep-15,Senior,N/D,OF-6,Commodore Regional Forces,Navy Command,0,0,0,Military
,1105340,Sep-15,Junior,,Academic Profr of Music (Eng),Teaching ,Navy Command,0,,"53,112",Operational Delivery
,1105340,Sep-15,Junior,,Retired Offr 2,Business Management,Navy Command,0,,"31,351",Operational Delivery
,1105340,Sep-15,Junior,,Retired Offr 2,Direct Military Support,Navy Command,0,,"31,351",Operational Delivery
,1105340,Sep-15,Junior,,Retired Offr 2,Port Operations ,Navy Command,0,,"31,351",Operational Delivery
,1105340,Sep-15,Junior,,Snr Medical Offr,Gen Practice Medical,Navy Command,0,,"76,599",Medicine
,1105340,Sep-15,Junior,,Medical Offr,Legal ,Navy Command,0,,"58,757",Law
,1105340,Sep-15,Junior,,G7/Prin Salvage & Mooring Offr,Salvage and Marine Operations,Navy Command,0,,"44,438",Operational Delivery
,1105340,Sep-15,Junior,,Instr Profr of Music (Eng),Teaching ,Navy Command,0,,"45,334",Operational Delivery
,1105340,Sep-15,Junior,,Instr Profr of Music (Eng),Training Support,Navy Command,0,,"45,334",Operational Delivery
,1105340,Sep-15,Junior,,JNC Lvl 2 (Youth Worker) 2-10,Community Service ,Navy Command,0,,"21,525",Operational Delivery
,1105340,Sep-15,Junior,,MSO 1 (in Port Group) - 9543,Port Operations ,Navy Command,0,,"49,906",Operational Delivery
,1105340,Sep-15,Junior,,TUPENAVYNEWS01/01/2010,Administrative Support,Navy Command,0,,"21,000",Operational Delivery
,1105340,Sep-15,Junior,,TUPEBDO 37 NET,Safety Management ,Navy Command,0,,"16,000",Operational Delivery
,1105340,Sep-15,Junior,,TUPEBDO 37 NET,"Safety,Health,Enviroment&Fire",Navy Command,0,,"16,000",Operational Delivery
,1105340,Sep-15,Junior,,TUPEBDO 42 GRO,"Safety,Health,Enviroment&Fire",Navy Command,0,,"21,000",Operational Delivery
,1105340,Sep-15,Junior,,B1,Business Management,Navy Command,0,,"58,674",Operational Delivery
,1105340,Sep-15,Junior,,B1,Decision Support,Navy Command,0,,"58,674",Finance
,1105340,Sep-15,Junior,,B1,Estate Planning ,Navy Command,0,,"58,674",Property and asset management
,1105340,Sep-15,Junior,,B1,Estates Management ,Navy Command,0,,"58,674",Property and asset management
,1105340,Sep-15,Junior,,B1,Inventory Management,Navy Command,0,,"58,674",Operational Delivery
,1105340,Sep-15,Junior,,B1,Naval Architecture ,Navy Command,0,,"58,674",Science and Engineering
,1105340,Sep-15,Junior,,B1,Policy advisor,Navy Command,0,,"58,674",Policy
,1105340,Sep-15,Junior,,B1,Programme Management,Navy Command,0,,"58,674",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,B1,"Safety,Health,Enviroment&Fire",Navy Command,0,,"58,674",Operational Delivery
,1105340,Sep-15,Junior,,B1,Secretariat & Private Office,Navy Command,0,,"58,674",Operational Delivery
,1105340,Sep-15,Junior,,B2,Administrative Support,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,AeroEng(Aero/Struct/Mech),Navy Command,0,,"49,835",Science and Engineering
,1105340,Sep-15,Junior,,B2,Business Management,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,Civilian HR Expert ,Navy Command,0,,"49,835",Human Resources
,1105340,Sep-15,Junior,,B2,Community Development Work,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,Decision Support,Navy Command,0,,"49,835",Finance
,1105340,Sep-15,Junior,,B2,Estates Management ,Navy Command,0,,"49,835",Property and asset management
,1105340,Sep-15,Junior,,B2,External Communications,Navy Command,0,,"49,835",Communications
,1105340,Sep-15,Junior,,B2,Historical ,Navy Command,0,,"49,835",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,B2,Inventory Management,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,Naval Architecture ,Navy Command,0,,"49,835",Science and Engineering
,1105340,Sep-15,Junior,,B2,Nuclear Propulsion ,Navy Command,0,,"49,835",Science and Engineering
,1105340,Sep-15,Junior,,B2,Nuclear Weapons,Navy Command,0,,"49,835",Science and Engineering
,1105340,Sep-15,Junior,,B2,Obsolete Security ,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,Operational Analysis,Navy Command,0,,"49,835",Science and Engineering
,1105340,Sep-15,Junior,,B2,Port Operations ,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,Programme Management,Navy Command,0,,"49,835",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,B2,Project Management,Navy Command,0,,"49,835",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,B2,Secretariat & Private Office,Navy Command,0,,"49,835",Operational Delivery
,1105340,Sep-15,Junior,,B2,Statistics ,Navy Command,0,,"49,835",Statisticians
,1105340,Sep-15,Junior,,B2,WOME Safety ,Navy Command,0,,"49,835",Science and Engineering
,1105340,Sep-15,Junior,,C1,Administrative Support,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,AeroEng(Aero/Struct/Mech),Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Afloat Support,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Business Management,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Civilian Training ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Commercial Operations,Navy Command,0,,"37,071",Procurement
,1105340,Sep-15,Junior,,C1,Community Development Work,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Community Service ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Contract Perf Meas & Mgnt,Navy Command,0,,"37,071",Procurement
,1105340,Sep-15,Junior,,C1,Decision Support,Navy Command,0,,"37,071",Finance
,1105340,Sep-15,Junior,,C1,Design and Imagery,Navy Command,0,,"37,071",Communications
,1105340,Sep-15,Junior,,C1,Direct Military Support,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Estate Advice ,Navy Command,0,,"37,071",Property and asset management
,1105340,Sep-15,Junior,,C1,Estate Planning ,Navy Command,0,,"37,071",Property and asset management
,1105340,Sep-15,Junior,,C1,Estates Management ,Navy Command,0,,"37,071",Property and asset management
,1105340,Sep-15,Junior,,C1,External Communications,Navy Command,0,,"37,071",Communications
,1105340,Sep-15,Junior,,C1,Information Technology,Navy Command,0,,"37,071",Information Technology
,1105340,Sep-15,Junior,,C1,Internal Communications,Navy Command,0,,"37,071",Communications
,1105340,Sep-15,Junior,,C1,Inventory Management,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Knowledge Info Management,Navy Command,0,,"37,071",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,C1,Logistics Management ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Museum ,Navy Command,0,,"37,071",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,C1,Nuclear Propulsion ,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Nuclear Weapons,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Obsolete Security ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Occupational Psychology,Navy Command,0,,"37,071",Psychology
,1105340,Sep-15,Junior,,C1,Operational Analysis,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Performance Management,Navy Command,0,,"37,071",Internal Audit
,1105340,Sep-15,Junior,,C1,Policy advisor,Navy Command,0,,"37,071",Policy
,1105340,Sep-15,Junior,,C1,Port Operations ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Programme Management,Navy Command,0,,"37,071",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,C1,Project Management,Navy Command,0,,"37,071",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,C1,Safety Management ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,"Safety,Health,Enviroment&Fire",Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Science & Engineering policy,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Science - Material Science,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Secretariat & Private Office,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Security Advice ,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Service HR Expert ,Navy Command,0,,"37,071",Human Resources
,1105340,Sep-15,Junior,,C1,Supply Chain Management,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Technology and Business Management,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,Through Life Support,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,Transport & Movement,Navy Command,0,,"37,071",Operational Delivery
,1105340,Sep-15,Junior,,C1,WOME Production ,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C1,WOME Safety ,Navy Command,0,,"37,071",Science and Engineering
,1105340,Sep-15,Junior,,C2,Administrative Support,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,AeroEng(Aero/Struct/Mech),Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Afloat Support,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Audit and Assurance,Navy Command,0,,"30,424",Internal Audit
,1105340,Sep-15,Junior,,C2,Business Management,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Chemical/Bio Science and Tech,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Civilian HR Expert ,Navy Command,0,,"30,424",Human Resources
,1105340,Sep-15,Junior,,C2,Civilian HR Service Provider,Navy Command,0,,"30,424",Human Resources
,1105340,Sep-15,Junior,,C2,Civilian Training ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Commercial Operations,Navy Command,0,,"30,424",Procurement
,1105340,Sep-15,Junior,,C2,Communication Planning,Navy Command,0,,"30,424",Communications
,1105340,Sep-15,Junior,,C2,Community Development Work,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Community Service ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Configuration Management,Navy Command,0,,"30,424",Planning
,1105340,Sep-15,Junior,,C2,Decision Support,Navy Command,0,,"30,424",Finance
,1105340,Sep-15,Junior,,C2,Design and Imagery,Navy Command,0,,"30,424",Communications
,1105340,Sep-15,Junior,,C2,Direct Military Support,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Driving ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,E-Communcations,Navy Command,0,,"30,424",Communications
,1105340,Sep-15,Junior,,C2,Environmental Health,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Estate Advice ,Navy Command,0,,"30,424",Property and asset management
,1105340,Sep-15,Junior,,C2,Estate Planning ,Navy Command,0,,"30,424",Property and asset management
,1105340,Sep-15,Junior,,C2,Estates Management ,Navy Command,0,,"30,424",Property and asset management
,1105340,Sep-15,Junior,,C2,External Communications,Navy Command,0,,"30,424",Communications
,1105340,Sep-15,Junior,,C2,Historical ,Navy Command,0,,"30,424",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,C2,Information Assurance,Navy Command,0,,"30,424",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,C2,Information Technology,Navy Command,0,,"30,424",Information Technology
,1105340,Sep-15,Junior,,C2,Internal Communications,Navy Command,0,,"30,424",Communications
,1105340,Sep-15,Junior,,C2,Inventory Management,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Knowledge Info Management,Navy Command,0,,"30,424",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,C2,Logistics Management ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Marine Engineering ,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Material Accounting,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Nuclear Propulsion ,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Nuclear Weapons,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Obsolete Security ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Occupational Psychology,Navy Command,0,,"30,424",Psychology
,1105340,Sep-15,Junior,,C2,Operational Analysis,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Performance Management,Navy Command,0,,"30,424",Internal Audit
,1105340,Sep-15,Junior,,C2,Policy advisor,Navy Command,0,,"30,424",Policy
,1105340,Sep-15,Junior,,C2,Port Operations ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Programme Management,Navy Command,0,,"30,424",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,C2,Project Management,Navy Command,0,,"30,424",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,C2,Quality Management ,Navy Command,0,,"30,424",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,C2,Reporting and Controls,Navy Command,0,,"30,424",Finance
,1105340,Sep-15,Junior,,C2,Risk Management ,Navy Command,0,,"30,424",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,C2,Safety Management ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,"Safety,Health,Enviroment&Fire",Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Salvage and Marine Operations,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Science & Engineering policy,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Science - Chemistry,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Science - Material Science,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Science - Microbiology,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Secretariat & Private Office,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Security Advice ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Security Management,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Security Support ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Service HR Expert ,Navy Command,0,,"30,424",Human Resources
,1105340,Sep-15,Junior,,C2,Service HR Service Provider,Navy Command,0,,"30,424",Human Resources
,1105340,Sep-15,Junior,,C2,Soft Facilities Management,Navy Command,0,,"30,424",Property and asset management
,1105340,Sep-15,Junior,,C2,Specialist Instruction,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Supply Chain Management,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Systems Engineering,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Teaching ,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Technical [Trades] ,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,Through Life Support,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Training Support,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,Transport & Movement,Navy Command,0,,"30,424",Operational Delivery
,1105340,Sep-15,Junior,,C2,WOME Production ,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,C2,WOME Safety ,Navy Command,0,,"30,424",Science and Engineering
,1105340,Sep-15,Junior,,D,Acoustics ,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Administrative Support,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,AeroEng(Aero/Struct/Mech),Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Afloat Support,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Business Management,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Case Assessment,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Chemical/Bio Science and Tech,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Civilian HR Service Provider,Navy Command,0,,"24,362",Human Resources
,1105340,Sep-15,Junior,,D,Communication Planning,Navy Command,0,,"24,362",Communications
,1105340,Sep-15,Junior,,D,Community Development Work,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Community Service ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Configuration Management,Navy Command,0,,"24,362",Planning
,1105340,Sep-15,Junior,,D,Customer Services ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Decision Support,Navy Command,0,,"24,362",Finance
,1105340,Sep-15,Junior,,D,Design and Imagery,Navy Command,0,,"24,362",Communications
,1105340,Sep-15,Junior,,D,Direct Military Support,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Driving ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,E-Communcations,Navy Command,0,,"24,362",Communications
,1105340,Sep-15,Junior,,D,EnvironmentalManagementAssessm,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Estate Planning ,Navy Command,0,,"24,362",Property and asset management
,1105340,Sep-15,Junior,,D,Estates Management ,Navy Command,0,,"24,362",Property and asset management
,1105340,Sep-15,Junior,,D,External Communications,Navy Command,0,,"24,362",Communications
,1105340,Sep-15,Junior,,D,Geospatial Analyst,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Historical ,Navy Command,0,,"24,362",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,D,IT Security,Navy Command,0,,"24,362",Information Technology
,1105340,Sep-15,Junior,,D,Information Assurance,Navy Command,0,,"24,362",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,D,Information Technology,Navy Command,0,,"24,362",Information Technology
,1105340,Sep-15,Junior,,D,Internal Communications,Navy Command,0,,"24,362",Communications
,1105340,Sep-15,Junior,,D,Inventory Management,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Knowledge Info Management,Navy Command,0,,"24,362",Knowledge and Information Management (KIM)
,1105340,Sep-15,Junior,,D,Logistics Management ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Logistics [Trades] ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Marine Engineering ,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Material Accounting,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Naval Architecture ,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Nuclear Propulsion ,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Nuclear Weapons,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Obsolete Security ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Operational Analysis,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Port Operations ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Project Management,Navy Command,0,,"24,362",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,D,Protocol & Visits ,Navy Command,0,,"24,362",Policy
,1105340,Sep-15,Junior,,D,Quality Management ,Navy Command,0,,"24,362",Programme and Project Management (PPM)
,1105340,Sep-15,Junior,,D,Reporting and Controls,Navy Command,0,,"24,362",Finance
,1105340,Sep-15,Junior,,D,Safety Management ,Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,"Safety,Health,Enviroment&Fire",Navy Command,0,,"24,362",Operational Delivery
,1105340,Sep-15,Junior,,D,Science & Engineering policy,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Science - Chemistry,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Science - Microbiology,Navy Command,0,,"24,362",Science and Engineering
,1105340,Sep-15,Junior,,D,Secretarial ,Navy Command,0,,"24,362",Operational Delivery
