date,id,parentId,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
Oct-15,FN-NHSG-112,FN-NHSG-031,Senior,N/D,SCS1,"Deputy Director, NHS Personalisation and Regulation",Finance & NHS,0,ND,,Policy
Oct-15,IGO-2184,IGO-015,Senior,N/D,SCS1,Deputy Director - NHS Security,Group Operations,0,ND,,Procurement
Oct-15,FN-GFM-115,FN-GFM-027,Senior,N/D,SCS1,Interim Director - Finance Business Partners,Finance & NHS,892186,ND,,Finance
Oct-15,PHD-1893,PHD-017,Senior,N/D,SCS1,Head of Health improvement Analytical Team,Public Health Directorate,1071668,ND,,Policy
Oct-15,SER-044,SER-011,Senior,N/D,SCS1,Deputy Director Workforce Analysis,Strategy and External Relations,412954,ND,,Policy
Oct-15,PHD-062,PHD-020,Senior,N/D,SCS1,"Deputy Director CBRN, Environmental Threats and Hazards",Public Health Directorate,0,ND,,Policy
Oct-15,FN-NHSG-2240,FN-NHSG-031,Senior,N/D,SCS1,"Deputy Director, NHS Clinical Services",Finance & NHS,803573,ND,,Policy
Oct-15,PHD-069,PHD-019,Senior,N/D,SCS1,Deputy Director - Tobacco and Health Improvement Policy,Public Health Directorate,552893,ND,,Policy
Oct-15,SC-209,SC-023,Senior,N/D,SCS1,"Deputy Director and Lead Analyst for Social Care, Local Government and Care Partnerships",Social Care Local Government & Care Partnerships Directorate,715536,ND,,Policy
Oct-15,IGO-016,IGO-005,Senior,Dominic Brankin,SCS2,Director of Workplace and Transformation,Group Operations,997595,85000,89999,Programme and Project Management (PPM)
Oct-15,SER-1945,SER-004,Senior,William Vineall,SCS2,Director of Quality,Strategy and External Relations,462331,85000,89999,Policy
Oct-15,IGT2367,IGT-2351,Senior,N/D,SCS1,Deputy Director - Head of Informatics Portfolio Management,"Innovation, Growth and Technology",0,ND,,Policy
Oct-15,IGO2187,IGO-015,Senior,N/D,SCS1,Deputy Director - Corporate Services Improvement Programme,Group Operations,0,ND,,Policy
Oct-15,IGT-097,IGT-028,Senior,N/D,SCS1,Deputy Director - Head of Pharmacy,"Innovation, Growth and Technology",430141,ND,,Policy
Oct-15,PHD-017,PHD-006,Senior,Kathryn Tyson,SCS2,"Director, International Health and Public Health Policy",Public Health Directorate,420842,85000,89999,Policy
Oct-15,SER-048,SER-013,Senior,N/D,SCS1,Deputy Director - Policy & NHS Communications,Strategy and External Relations,1346425,ND,,Communications
Oct-15,FN-FP-2060,FN-FP-030,Senior,N/D,SCS1,Chief Analyst - Deputy Director - Office of the Chief Analyst,Finance & NHS,658642,ND,,Operational Delivery
Oct-15,SC-075,SC-022,Senior,N/D,SCS1,Deputy Director - Developing Well,Social Care Local Government & Care Partnerships Directorate,409115,ND,,Policy
Oct-15,IGO-058,IGO-016,Senior,N/D,SCS1,Head of ICT Futures & Shared Services,Group Operations,655430,ND,,Information Technology
Oct-15,FN-FP-030,FN131,Senior,Andrew Sanderson,SCS2,Director Financial Planning,Finance & NHS,3021521,85000,89999,Policy
Oct-15,PHD-020,PHD-006,Senior,Helen Shirley Quirk,SCS2,"Director, Health Protection & Emergency Response",Public Health Directorate,470356,85000,89999,Policy
Oct-15,PHD-068,PHD-006,Senior,Paul Macnaught,SCS2,Director – Health Science & Bioethics,Public Health Directorate,559256,85000,89999,Policy
Oct-15,SER-046,SER-013,Senior,N/D,SCS1,Deputy Director - Media Centre,Strategy and External Relations,1140814,ND,,Communications
Oct-15,FN-PICD-104,FN-PICD-033,Senior,N/D,SCS1,Deputy Director for Companies and Ventures,Finance & NHS,554519,ND,,Finance
Oct-15,FN141,FN131,Senior,Samantha Foley,SCS2,Director of the Government Finance Academy,Finance & NHS,120804,90000,94999,Finance
Oct-15,SER-060,SER-1945,Senior,N/D,SCS1,"Head of the Nursing, Midwifery and Allied Health Professions Policy Unit, Quality Division",Strategy and External Relations,347360,ND,,Policy
Oct-15,PHD-064,PHD-020,Senior,N/D,SCS1,Deputy Director Infectious Diseases,Public Health Directorate,650790,ND,,Policy
Oct-15,PHD-019,PHD-006,Senior,Mark Davies,SCS2,Director of Health and Wellbeing,Public Health Directorate,680953,95000,99999,Policy
Oct-15,FN140,FN131,Senior,Jeremy Marlow,SCS2,Director of Productivity and Efficiency,Finance & NHS,455593,100000,104999,Policy
Oct-15,RDD-037,RDD-009,Senior,N/D,SCS1,"Deputy Director - Research Contracting, Information Intelligence and Stakeholder Engagement",Research & Development Directorate,383587,ND,,Policy
Oct-15,FN-GFM-2476,FN-GFM-027,Senior,N/D,SCS1,Deputy Director - Anti-Fraud Unit,Finance & NHS,0,ND,,Policy
Oct-15,IGT-028,IGT-2351,Senior,Liz Woodeson,SCS2,Director - Medicines Pharmacy and Industry Group,"Innovation, Growth and Technology",678949,105000,109999,Policy
Oct-15,IGO-015,IGO-005,Senior,Stephen Waring,SCS2,Director - Group Assurance,Group Operations,1054412,105000,109999,Policy
Oct-15,SER-013,SER-004,Senior,Sam Lister,SCS2,Director - Communications,Strategy and External Relations,911599,115000,119999,Communications
Oct-15,SER-011,SER-004,Senior,Giles Denham,SCS2,Director of Workforce,Strategy and External Relations,607940,115000,119999,Policy
Oct-15,SC-026,SC-003,Senior,Sarah McClinton,SCS2,"Director, Mental Health, Disability and Dementia",Social Care Local Government & Care Partnerships Directorate,409532,120000,124999,Policy
Oct-15,FN-NHSG-031,FN131,Senior,Ben Dyson,SCS2,Director of NHS Group (Secondee In),Finance & NHS,622300,120000,124999,Policy
Oct-15,SC-022,SC-003,Senior,Flora Goldhill,SCS2,"Director for Children, Families and Social Inclusion",Social Care Local Government & Care Partnerships Directorate,462420,120000,124999,Policy
Oct-15,IGO-005,SER-001,Senior,Tamara Finkelstein,SCS3,Chief Operating Officer,Group Operations,931768,120000,124999,Operational Delivery
Oct-15,IGT-2351,SER-001,Senior,William Cavendish,SCS3,"Director General for Innovation, Growth & Technology","Innovation, Growth and Technology",588861,120000,124999,Operational Delivery
Oct-15,FN-GFM-027,FN131,Senior,Andrew Baigent,SCS2,Director - Group Financial Management,Finance & NHS,554451,125000,129999,Finance
Oct-15,IGO-014,IGO-005,Senior,Shirley Pointer,SCS2,Director of Human Resources,Group Operations,740792,125000,129999,Human Resources
Oct-15,RDD-009,CMO-002,Senior,Russell Hamilton,SCS2,Director of Research & Development,Research & Development Directorate,763092,130000,134999,Policy
Oct-15,SER-004,SER-001,Senior,Charlie Massey,SCS3,Director General - Strategy & External Relations,Strategy and External Relations,647444,130000,134999,Policy
Oct-15,PHD-006,SER-001,Senior,Felicity Harvey,SCS3,Director General for Public and International Health,Public Health Directorate,529248,135000,139999,Policy
Oct-15,FN131,SER-001,Senior,David Williams,SCS3,"Director General, Finance, Commercial and NHS",Finance & NHS,441256,135000,139999,Finance
Oct-15,SC-003,SER-001,Senior,Jon Rouse,SCS3,"Director General for Social Care, Local Government & Care Partnerships",Social Care Local Government & Care Partnerships Directorate,962102,140000,144999,Policy
Oct-15,FN-PICD-033,FN131,Senior,Patrick Mills,SCS2,Commercial Director,Finance & NHS,965861,155000,159999,Finance
Oct-15,SER-001,,Senior,Una O'Brien,SCS4,Permanent Secretary of the Department of Health,Group Operations,0,160000,164999,Operational Delivery
Oct-15,CMO-002,SER-001,Senior,Professor Dame Sally Davies,SCS3,Chief Medical Officer,Chief Medical Officer's Private Office,396970,200000,204999,Medicine
Oct-15,IGT-010,IGT-2351,Senior,VACANT,SCS2,"Director, Partnerships & Information","Innovation, Growth and Technology",266700,0,0,Policy
Oct-15,IGO-057,IGO-014,Senior,N/D,SCS1,Deputy Director - HR Business Partnering & Capability Development,Group Operations,0,ND,,Human Resources
Oct-15,GOA061,IGO-2170,Senior,ELIMINATED,SCS1,Programme Director National Proton Beam Therapy Programme,Group Operations,0,ND,,Programme and Project Management (PPM)
Oct-15,SER-2196,SER-004,Senior,ELIMINATED,SCS2,Chief Analyst and Director of Strategy,Strategy and External Relations,0,0,0,Operational Delivery
Oct-15,FN-DG-007,SER-001,Senior,ELIMINATED,SCS3,Director General for Finance & NHS,Finance & NHS,0,0,0,Finance
Oct-15,FN-MPI-096,FN-NHSG-031,Senior,ELIMINATED,SCS1,Deputy Director - Dental and Eye Care Services,Finance & NHS,0,ND,,Policy
Oct-15,FN-NHSG-095,FN-NHSG-031,Senior,VACANT,SCS1,Deputy Director - NHS Commissioning,Finance & NHS,0,ND,,Policy
Oct-15,FN-DG-052,FN-DG-007,Senior,ELIMINATED,SCS1,"Deputy Director, Accountability & Regulation",Finance & NHS,0,ND,,Policy
Oct-15,PR004,FN-NHSG-031,Senior,ELIMINATED,SCS1,Deputy Director - Economic Regulation,Finance & NHS,0,ND,,Policy
Oct-15,PSF021,FN-FP-030,Senior,VACANT,SCS1,Deputy Director Strategy Group and Senior Strategy Adviser,Finance & NHS,0,ND,,Policy
Oct-15,PSF039,FN-FP-030,Senior,VACANT,SCS1,Deputy Director OCA and Head of Profession for Statistics,Finance & NHS,0,ND,,Statisticians
Oct-15,SC-025,SC-003,Senior,ELIMINATED,SCS2,Special Projects,Social Care Local Government & Care Partnerships Directorate,0,0,0,Policy
Oct-15,SC-1937,SC-003,Senior,Lyn Romeo,SCS2,"Director, Chief Social Worker",Social Care Local Government & Care Partnerships Directorate,85542,155000,159999,Policy
Oct-15,SC-089,SC-026,Senior,ELIMINATED,SCS1,Transforming Care Lead,Social Care Local Government & Care Partnerships Directorate,0,ND,,Policy
Oct-15,PHD074,PHD-068,Senior,N/D,SCS1,Abortion Medical Advisor,Public Health Directorate,0,ND,,Policy
Oct-15,PHD-070,PHD-019,Senior,ELIMINATED,SCS1,Deputy Director - Health & Wellbeing,Public Health Directorate,0,ND,,Policy
Oct-15,PHD075,PHD-065,Senior,N/D,SCS1,Interim National Medical Advisor,Public Health Directorate,0,ND,,Policy
Oct-15,CMO-008,CMO-002,Senior,Georgina Radford,SCS2,Deputy CMO,Chief Medical Officer's Private Office,0,105000,109999,Medicine
Oct-15,PHD-018,CMO-002,Senior,Professor John Watson,SCS2,Deputy CMO,Chief Medical Officer's Private Office,0,155000,159999,Medicine
Oct-15,SER-2418,SER-1945,Senior,ELIMINATED,SCS1,Deputy Director - Morecambe Bay Investigation Team,Strategy and External Relations,0,ND,,Policy
Oct-15,SC-085,SC-022,Senior,ELIMINATED,SCS1,"Deputy Director,",Social Care Local Government & Care Partnerships Directorate,0,ND,,Policy
Oct-15,IGT2355,IGT-2351,Senior,Nicole Mather,SCS2,Director of the Office for Life Sciences,"Innovation, Growth and Technology",551194,80000,84999,Operational Delivery
Oct-15,IGT2356,IGT2355,Senior,VACANT,SCS1,Deputy Director of Supply and Demand,"Innovation, Growth and Technology",0,ND,,Operational Delivery
Oct-15,FN132,FN-PICD-033,Senior,VACANT,SCS1,Deputy Director for Corporate & Private Finance,Finance & NHS,0,ND,,Finance
Oct-15,FN134,FN-PICD-108,Senior,VACANT,SCS1,Deputy Director Commercial Capability,Finance & NHS,0,ND,,Finance
Oct-15,FN138,FN-PICD-107,Senior,VACANT,SCS1,Head of Contract Management,Finance & NHS,0,ND,,Procurement
Oct-15,FN139,FN-PICD-107,Senior,VACANT,SCS1,Head of Supplier Relationship Management,Finance & NHS,0,ND,,Finance
Oct-15,PHD79,PHD-019,Senior,ELIMINATED,SCS1,Deputy Director - Health disability and employment,Public Health Directorate,0,ND,,Policy
Oct-15,IGT2364,IGT-2351,Senior,N/D,SCS1,Deputy Director - SRO NHS Mail,"Innovation, Growth and Technology",0,ND,,Operational Delivery
Oct-15,FN149,FN-NHSG-031,Senior,N/D,SCS1,Deputy Director - NHS Provider Policy,Finance & NHS,0,ND,,Policy
Oct-15,FN142,FN141,Senior,N/D,SCS1,"Deputy Director, Government Finance Academy",Finance & NHS,0,ND,,Finance
Oct-15,FN147,FN-PICD-108,Senior,N/D,SCS1,Deputy Director Lord Carter Review,Finance & NHS,835074,ND,,Finance
Oct-15,FN148,FN-PICD-033,Senior,N/D,SCS1,Contract Management Function Implementation Lead,Finance & NHS,0,ND,,Policy
Oct-15,IGT2369,IGT-010,Senior,N/D,SCS1,Cyber Security,"Innovation, Growth and Technology",0,ND,,Policy
Oct-15,IGT2370,IGT-010,Senior,N/D,SCS1,Cyber Security,"Innovation, Growth and Technology",0,ND,,Policy
Oct-15,IGT2371,IGT2368,Senior,N/D,SCS1,Accelerated Access Review Project member,"Innovation, Growth and Technology",0,ND,,Policy
Oct-15,uid-184,SER-004,Junior,,SEO,Senior Information Manager,Strategy and External Relations,0,33675,45769,Operational Delivery
Oct-15,uid-185,SER-004,Junior,,SEO,Senior Technical Adviser,Strategy and External Relations,0,33675,45769,Operational Delivery
Oct-15,uid-186,SER-004,Junior,,G7,Senior Finance Manager,Strategy and External Relations,0,45299,61976,Finance
Oct-15,uid-187,SER-004,Junior,,G6,Business Manager,Strategy and External Relations,0,57075,75035,Operational Delivery
Oct-15,uid-188,SER-004,Junior,,SEO,Senior Development Manager,Strategy and External Relations,0,33675,45769,Operational Delivery
Oct-15,uid-189,SER-004,Junior,,HEO,Business Support Officer,Strategy and External Relations,0,26492,37316,Operational Delivery
Oct-15,uid-190,SER-004,Junior,,G7,Senior HR Manager,Strategy and External Relations,0,45299,61976,Operational Delivery
Oct-15,uid-191,SER-004,Junior,,EO,Team Support Officer,Strategy and External Relations,0,21438,30275,Operational Delivery
Oct-15,uid-192,SER-004,Junior,,G6,Private Secretary,Strategy and External Relations,0,57075,75035,Operational Delivery
Oct-15,uid-193,SER-004,Junior,,HEO,Diary Manager,Strategy and External Relations,0,26492,37316,Operational Delivery
Oct-15,uid-194,SER-004,Junior,,EO,Business Support Officer,Strategy and External Relations,0,21438,30275,Operational Delivery
